season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count
3,0,0,1,11.48,13.635,65,15.0013,5
3,0,0,1,11.48,13.635,65,12.998,33
3,0,0,1,13.12,15.15,57,15.0013,33
3,0,0,1,13.94,16.665,57,11.0014,62
3,0,0,1,14.76,15.91,50,32.9975,142
3,0,0,1,16.4,20.455,43,27.9993,215
3,0,0,1,17.22,21.21,41,16.9979,243
3,0,0,1,18.04,21.97,38,19.0012,313
3,0,0,1,18.04,21.97,33,19.9995,367
3,0,0,1,18.86,22.725,31,8.9981,349
3,0,0,2,18.86,22.725,33,0.0,292
3,0,0,2,18.86,22.725,31,12.998,303
3,0,0,2,18.86,22.725,28,8.9981,274
3,0,0,2,18.86,22.725,31,0.0,172
3,0,0,2,17.22,21.21,44,12.998,144
3,0,0,3,17.22,21.21,41,15.0013,79
3,0,0,2,17.22,21.21,44,15.0013,45
3,0,0,1,16.4,20.455,43,7.0015,36
3,0,0,1,16.4,20.455,50,6.0032,31
3,0,1,1,16.4,20.455,50,15.0013,6
3,0,1,1,16.4,20.455,56,23.9994,11
3,0,1,1,15.58,19.695,66,16.9979,2
3,0,1,1,15.58,19.695,66,19.0012,1
3,0,1,1,15.58,19.695,71,19.9995,2
3,0,1,1,16.4,20.455,62,16.9979,7
3,0,1,1,17.22,21.21,58,19.0012,46
3,0,1,2,18.04,21.97,54,16.9979,157
3,0,1,2,18.86,22.725,55,19.9995,339
3,0,1,2,20.5,24.24,51,26.0027,158
3,0,1,2,22.14,25.76,45,23.9994,90
3,0,1,1,24.6,31.06,40,26.0027,124
3,0,1,1,26.24,31.06,36,31.0009,157
3,0,1,1,27.88,31.82,34,22.0028,139
3,0,1,2,30.34,32.575,27,32.9975,123
3,0,1,1,31.16,33.335,23,36.9974,143
3,0,1,1,31.16,32.575,22,35.0008,189
3,0,1,1,30.34,32.575,23,40.9973,366
3,0,1,2,29.52,31.82,23,32.9975,386
3,0,1,1,28.7,31.82,24,31.0009,278
3,0,1,2,28.7,31.82,24,36.9974,173
3,0,1,2,28.7,31.82,30,30.0026,95
3,0,1,2,27.88,31.82,36,31.0009,75
3,0,1,2,26.24,31.06,47,15.0013,48
3,0,1,1,25.42,31.06,50,7.0015,22
3,0,1,3,25.42,31.06,57,27.9993,15
3,0,1,2,22.14,25.76,73,22.0028,5
3,0,1,2,22.14,25.76,73,22.0028,4
3,0,1,3,20.5,24.24,88,32.9975,2
3,0,1,3,18.86,22.725,94,19.9995,5
3,0,1,2,19.68,23.485,88,22.0028,38
3,0,1,2,19.68,23.485,88,22.0028,134
3,0,1,3,15.58,19.695,87,39.0007,157
3,0,1,3,14.76,15.91,87,32.9975,46
3,0,1,3,13.94,15.15,81,26.0027,28
3,0,1,3,13.12,14.395,81,30.0026,19
3,0,1,2,13.94,15.15,71,26.0027,38
3,0,1,2,14.76,16.665,63,27.9993,56
3,0,1,2,14.76,15.91,57,32.9975,76
3,0,1,1,16.4,20.455,46,31.0009,68
3,0,1,1,15.58,19.695,46,27.9993,130
3,0,1,1,17.22,21.21,38,27.9993,273
3,0,1,1,15.58,19.695,40,32.9975,267
3,0,1,1,14.76,16.665,43,19.9995,160
3,0,1,1,13.94,15.91,46,19.0012,91
3,0,1,1,13.94,14.395,46,35.0008,89
3,0,1,1,13.12,15.15,49,19.9995,46
3,0,1,1,12.3,14.395,49,19.0012,26
3,0,1,1,12.3,15.91,49,7.0015,15
3,0,1,1,10.66,13.635,60,8.9981,2
3,0,1,1,9.84,12.12,70,8.9981,5
3,0,1,1,10.66,13.635,60,8.9981,4
3,0,1,1,9.84,12.12,65,8.9981,1
3,0,1,1,9.84,12.88,70,7.0015,13
3,0,1,1,9.84,12.88,70,7.0015,56
3,0,1,1,10.66,13.635,65,7.0015,133
3,0,1,1,13.12,15.15,61,15.0013,325
3,0,1,1,14.76,16.665,46,16.9979,165
3,0,1,1,16.4,20.455,37,26.0027,69
3,0,1,1,17.22,21.21,38,26.0027,93
3,0,1,1,18.04,21.97,41,16.9979,134
3,0,1,1,18.86,22.725,38,32.9975,112
3,0,1,1,20.5,24.24,34,27.9993,115
3,0,1,1,21.32,25.0,32,22.0028,117
3,0,1,1,22.14,25.76,28,27.9993,169
3,0,1,1,21.32,25.0,32,30.0026,356
3,0,1,1,21.32,25.0,29,23.9994,325
3,0,1,1,20.5,24.24,31,19.9995,232
3,0,1,1,18.86,22.725,51,15.0013,141
3,0,1,1,18.86,22.725,41,19.0012,102
3,0,1,1,18.86,22.725,41,19.0012,84
3,0,1,1,18.86,22.725,41,19.9995,40
3,0,1,1,18.86,22.725,41,19.0012,20
3,0,1,1,17.22,21.21,47,8.9981,13
3,0,1,1,17.22,21.21,54,0.0,7
3,0,1,1,14.76,17.425,66,12.998,3
3,0,1,1,13.94,16.665,76,12.998,1
3,0,1,1,13.94,15.91,76,15.0013,6
3,0,1,1,13.12,15.15,81,16.9979,64
3,0,1,2,13.94,16.665,76,11.0014,160
3,0,1,1,14.76,17.425,76,12.998,314
3,0,1,2,16.4,20.455,66,8.9981,170
3,0,1,2,17.22,21.21,67,7.0015,95
3,0,1,2,18.86,22.725,55,0.0,122
3,0,1,2,18.86,22.725,55,0.0,153
3,0,1,2,21.32,25.0,48,6.0032,135
3,0,1,1,22.96,26.515,43,6.0032,157
3,0,1,1,24.6,31.06,38,7.0015,160
3,0,1,1,24.6,31.06,35,0.0,213
3,0,1,1,21.32,25.0,52,19.0012,343
3,0,1,1,19.68,23.485,55,16.9979,333
3,0,1,1,18.86,22.725,59,19.9995,226
3,0,1,1,18.04,21.97,62,11.0014,203
3,0,1,2,18.04,21.97,67,19.0012,108
3,0,1,2,16.4,20.455,76,12.998,81
3,0,1,1,15.58,19.695,76,16.9979,54
3,0,1,2,14.76,17.425,76,15.0013,25
3,0,1,2,13.94,16.665,76,8.9981,9
3,0,1,3,13.94,16.665,76,11.0014,13
3,0,1,3,13.94,16.665,76,11.0014,1
3,0,1,2,13.94,16.665,86,8.9981,1
3,0,1,2,13.12,15.91,87,12.998,9
3,0,1,2,13.94,18.18,87,0.0,35
3,0,1,3,13.94,16.665,87,11.0014,113
3,0,1,3,13.94,16.665,87,11.0014,221
3,0,1,2,14.76,17.425,76,12.998,185
3,0,1,2,14.76,16.665,71,19.0012,73
3,0,1,2,16.4,20.455,62,26.0027,98
3,0,1,3,15.58,19.695,66,15.0013,80
3,0,1,3,14.76,16.665,76,19.0012,42
3,0,1,3,13.94,15.91,87,15.0013,15
3,0,1,3,13.94,15.91,87,15.0013,25
3,0,1,2,13.12,15.15,93,16.9979,60
3,0,1,3,13.12,15.15,93,16.9979,148
3,0,1,3,13.12,15.15,93,16.9979,62
3,0,1,3,12.3,13.635,93,27.9993,53
3,0,1,2,12.3,13.635,93,22.0028,63
3,0,1,2,12.3,14.395,93,16.9979,54
3,0,1,2,12.3,13.635,93,19.9995,51
3,0,1,2,12.3,14.395,93,15.0013,35
3,0,0,2,12.3,14.395,87,15.0013,31
3,0,0,2,12.3,15.15,87,8.9981,20
3,0,0,2,13.12,15.15,87,15.0013,17
3,0,0,3,12.3,14.395,100,16.9979,14
3,0,0,3,12.3,13.635,100,16.9979,3
3,0,0,2,12.3,14.395,93,15.0013,5
3,0,0,2,12.3,14.395,93,12.998,13
3,0,0,2,12.3,15.15,93,11.0014,21
3,0,0,2,13.12,15.15,93,11.0014,54
3,0,0,2,13.94,17.425,87,7.0015,98
3,0,0,2,13.94,16.665,87,8.9981,133
3,0,0,2,14.76,18.18,81,0.0,142
3,0,0,2,14.76,17.425,81,8.9981,202
3,0,0,2,14.76,18.94,81,0.0,222
3,0,0,2,14.76,17.425,81,8.9981,212
3,0,0,2,14.76,18.94,87,0.0,201
3,0,0,2,15.58,19.695,82,0.0,191
3,0,0,2,15.58,19.695,82,6.0032,257
3,0,0,2,15.58,19.695,82,7.0015,177
3,0,0,2,15.58,19.695,82,8.9981,130
3,0,0,2,15.58,19.695,87,11.0014,93
3,0,0,2,14.76,17.425,93,8.9981,75
3,0,0,2,14.76,17.425,93,8.9981,87
3,0,0,2,15.58,19.695,87,6.0032,57
3,0,0,2,15.58,19.695,87,6.0032,53
3,0,0,2,15.58,19.695,87,8.9981,37
3,0,0,2,15.58,19.695,87,6.0032,36
3,0,0,2,15.58,19.695,87,8.9981,16
3,0,0,2,14.76,18.18,93,7.0015,5
3,0,0,2,14.76,18.18,93,6.0032,4
3,0,0,2,14.76,18.18,93,6.0032,4
3,0,0,2,14.76,18.18,100,6.0032,10
3,0,0,2,15.58,19.695,94,6.0032,55
3,0,0,2,15.58,19.695,94,8.9981,81
3,0,0,2,16.4,20.455,87,0.0,150
3,0,0,2,16.4,20.455,87,8.9981,202
3,0,0,2,17.22,21.21,88,8.9981,230
3,0,0,1,18.86,22.725,82,7.0015,263
3,0,0,1,20.5,24.24,72,12.998,281
3,0,0,1,20.5,24.24,77,15.0013,297
3,0,0,2,21.32,25.0,72,11.0014,288
3,0,0,2,21.32,25.0,72,12.998,236
3,0,0,1,20.5,24.24,77,12.998,240
3,0,0,1,20.5,24.24,77,12.998,131
3,0,0,1,18.86,22.725,82,8.9981,92
3,0,0,1,18.04,21.97,88,12.998,95
3,0,0,1,18.04,21.97,94,16.9979,57
3,0,0,1,18.86,22.725,88,23.9994,32
3,0,1,1,19.68,23.485,88,22.0028,23
3,0,1,1,18.86,22.725,94,19.0012,4
3,0,1,1,18.86,22.725,94,19.0012,9
3,0,1,1,18.86,22.725,94,12.998,1
3,0,1,1,18.86,22.725,94,12.998,13
3,0,1,2,18.86,22.725,100,15.0013,61
3,0,1,2,20.5,24.24,88,15.0013,176
3,0,1,2,21.32,25.0,88,19.0012,314
3,0,1,2,22.96,26.515,83,19.0012,165
3,0,1,2,22.96,26.515,83,19.9995,96
3,0,1,2,24.6,29.545,73,19.9995,104
3,0,1,2,24.6,29.545,73,22.0028,134
3,0,1,2,26.24,30.305,69,27.9993,139
3,0,1,2,29.52,33.335,54,23.9994,145
3,0,1,1,30.34,33.335,48,35.0008,141
3,0,1,1,30.34,33.335,48,35.0008,235
3,0,1,1,30.34,33.335,48,35.0008,452
3,0,1,1,29.52,33.335,51,26.0027,383
3,0,1,1,29.52,33.335,51,30.0026,284
3,0,1,1,27.88,31.82,57,35.0008,166
3,0,1,1,27.06,31.06,61,16.9979,158
3,0,1,2,26.24,31.06,50,19.0012,91
3,0,1,3,23.78,27.275,60,0.0,54
3,0,1,2,25.42,31.06,50,7.0015,24
3,0,1,2,25.42,31.06,50,6.0032,13
3,0,1,2,24.6,31.06,53,8.9981,14
3,0,1,2,23.78,27.275,56,8.9981,1
3,0,1,2,22.96,26.515,64,8.9981,6
3,0,1,2,22.14,25.76,68,8.9981,16
3,0,1,2,22.14,25.76,68,19.0012,58
3,0,1,2,22.14,25.76,68,15.0013,189
3,0,1,3,19.68,23.485,88,26.0027,226
3,0,1,3,18.86,22.725,94,32.9975,54
3,0,1,3,20.5,24.24,82,27.9993,40
3,0,1,1,21.32,25.0,77,23.9994,49
3,0,1,2,22.96,26.515,64,31.0009,92
3,0,1,3,22.14,25.76,68,19.0012,106
3,0,1,2,20.5,24.24,82,19.0012,44
3,0,1,2,19.68,23.485,77,35.0008,78
3,0,1,2,19.68,23.485,77,26.0027,99
3,0,1,3,18.04,21.97,77,15.0013,291
3,0,1,3,18.04,21.97,77,15.0013,224
3,0,1,2,17.22,21.21,82,19.0012,130
3,0,1,2,17.22,21.21,82,19.0012,103
3,0,1,2,17.22,21.21,82,12.998,84
3,0,1,2,16.4,20.455,94,19.9995,54
3,0,1,2,16.4,20.455,94,16.9979,39
3,0,1,2,16.4,20.455,100,19.9995,15
3,0,1,2,16.4,20.455,100,19.9995,1
3,0,1,3,16.4,20.455,100,19.9995,2
3,0,1,3,16.4,20.455,94,22.0028,2
3,0,1,3,16.4,20.455,94,22.0028,3
3,0,1,3,15.58,19.695,94,16.9979,5
3,0,1,3,15.58,19.695,94,15.0013,34
3,0,1,3,14.76,17.425,100,15.0013,70
3,0,1,3,15.58,19.695,94,12.998,164
3,0,1,2,15.58,19.695,94,15.0013,65
3,0,1,2,16.4,20.455,87,12.998,46
3,0,1,2,17.22,21.21,82,12.998,61
3,0,1,3,17.22,21.21,82,16.9979,95
3,0,1,2,18.04,21.97,77,12.998,61
3,0,1,2,17.22,21.21,77,16.9979,106
3,0,1,2,18.04,21.97,72,19.0012,81
3,0,1,1,18.86,22.725,67,19.0012,142
3,0,1,1,18.86,22.725,67,19.9995,309
3,0,1,1,18.04,21.97,62,26.0027,321
3,0,1,1,18.04,21.97,62,16.9979,175
3,0,1,1,18.04,21.97,62,16.9979,126
3,0,1,1,17.22,21.21,67,11.0014,117
3,0,1,1,17.22,21.21,67,12.998,99
3,0,1,1,16.4,20.455,71,8.9981,62
3,0,1,1,15.58,19.695,76,8.9981,21
3,0,1,1,15.58,19.695,76,15.0013,10
3,0,1,1,14.76,17.425,76,8.9981,3
3,0,1,1,13.94,16.665,81,8.9981,2
3,0,1,1,13.94,18.18,76,0.0,9
3,0,1,1,13.94,17.425,76,6.0032,14
3,0,1,1,13.94,17.425,76,7.0015,70
3,0,1,1,15.58,19.695,66,0.0,193
3,0,1,1,17.22,21.21,58,11.0014,337
3,0,1,1,18.86,22.725,51,8.9981,170
3,0,1,1,20.5,24.24,51,12.998,89
3,0,1,1,21.32,25.0,45,11.0014,115
3,0,1,1,22.14,25.76,42,8.9981,145
3,0,1,1,22.96,26.515,37,15.0013,159
3,0,1,1,22.96,26.515,35,6.0032,137
3,0,1,1,24.6,31.06,31,6.0032,142
3,0,1,1,24.6,30.305,26,7.0015,202
3,0,1,1,24.6,30.305,28,0.0,388
3,0,1,1,22.96,26.515,30,0.0,337
3,0,1,1,22.14,25.76,32,0.0,259
3,0,1,1,20.5,24.24,51,12.998,169
3,0,1,1,18.86,22.725,63,8.9981,145
3,0,1,1,19.68,23.485,55,7.0015,104
3,0,1,1,18.86,22.725,59,7.0015,47
3,1,0,1,18.04,21.97,67,0.0,27
3,1,0,1,18.04,21.97,62,0.0,15
3,1,0,1,16.4,20.455,76,0.0,18
3,1,0,1,16.4,20.455,76,0.0,3
3,1,0,1,15.58,19.695,82,6.0032,3
3,1,0,1,14.76,18.18,81,7.0015,13
3,1,0,1,14.76,18.18,81,6.0032,47
3,1,0,1,16.4,20.455,71,11.0014,149
3,1,0,1,18.04,21.97,62,19.9995,300
3,1,0,1,20.5,24.24,55,12.998,178
3,1,0,1,20.5,24.24,55,12.998,122
3,1,0,1,21.32,25.0,55,12.998,136
3,1,0,1,21.32,25.0,55,19.0012,200
3,1,0,1,22.14,25.76,52,16.9979,180
3,1,0,1,22.14,25.76,52,16.9979,163
3,1,0,1,22.14,25.76,52,30.0026,162
3,1,0,1,21.32,25.0,55,32.9975,243
3,1,0,2,20.5,24.24,63,26.0027,331
3,1,0,2,18.86,22.725,67,26.0027,263
3,1,0,1,17.22,21.21,77,26.0027,209
3,1,0,2,16.4,20.455,76,22.0028,118
3,1,0,2,16.4,20.455,76,19.9995,102
3,1,0,2,15.58,19.695,82,26.0027,80
3,1,0,2,14.76,17.425,81,12.998,64
3,0,0,2,14.76,17.425,81,15.0013,43
3,0,0,2,14.76,16.665,87,19.0012,33
3,0,0,2,14.76,17.425,87,8.9981,24
3,0,0,2,14.76,17.425,87,11.0014,14
3,0,0,2,14.76,17.425,87,15.0013,5
3,0,0,2,15.58,19.695,87,19.0012,4
3,0,0,3,16.4,20.455,82,22.0028,10
3,0,0,2,16.4,20.455,82,27.9993,21
3,0,0,3,16.4,20.455,87,23.9994,45
3,0,0,3,16.4,20.455,100,19.9995,29
3,0,0,3,17.22,21.21,94,26.0027,22
3,0,0,3,17.22,21.21,94,30.0026,31
3,0,0,2,18.86,22.725,88,39.0007,32
3,0,0,3,18.86,22.725,94,35.0008,58
3,0,0,3,21.32,25.0,83,39.0007,63
3,0,0,3,21.32,25.0,83,39.0007,78
3,0,0,3,20.5,24.24,88,31.0009,33
3,0,0,3,20.5,24.24,88,39.0007,15
3,0,0,2,20.5,24.24,94,26.0027,38
3,0,0,2,21.32,25.0,94,27.9993,71
3,0,0,3,18.04,21.97,94,15.0013,53
3,0,0,2,18.04,21.97,94,0.0,14
3,0,0,3,17.22,21.21,100,0.0,24
3,0,0,2,18.04,21.97,77,19.0012,35
3,0,0,2,18.04,21.97,77,19.0012,33
3,0,0,1,17.22,21.21,67,15.0013,31
3,0,0,1,16.4,20.455,62,12.998,29
3,0,0,1,16.4,20.455,66,8.9981,25
3,0,0,1,14.76,18.18,76,7.0015,7
3,0,0,1,14.76,17.425,71,11.0014,3
3,0,0,1,14.76,15.91,66,30.0026,8
3,0,0,1,14.76,16.665,50,23.9994,16
3,0,0,1,15.58,19.695,46,26.0027,43
3,0,0,1,16.4,20.455,43,19.0012,102
3,0,0,1,17.22,21.21,44,30.0026,211
3,0,0,1,18.86,22.725,41,27.9993,304
3,0,0,1,18.86,22.725,38,26.0027,354
3,0,0,1,20.5,24.24,34,26.0027,343
3,0,0,1,21.32,25.0,34,26.0027,361
3,0,0,1,22.14,25.76,32,35.0008,388
3,0,0,1,22.14,25.76,30,23.9994,343
3,0,0,1,22.96,26.515,30,30.0026,306
3,0,0,1,22.96,26.515,30,26.0027,277
3,0,0,1,22.96,26.515,30,19.9995,210
3,0,0,1,21.32,25.0,36,12.998,141
3,0,0,1,20.5,24.24,42,12.998,83
3,0,0,1,20.5,24.24,39,7.0015,70
3,0,0,1,18.04,21.97,67,11.0014,56
3,0,1,1,18.86,22.725,47,6.0032,39
3,0,1,1,18.86,22.725,47,8.9981,19
3,0,1,1,17.22,21.21,67,7.0015,16
3,0,1,1,17.22,21.21,62,7.0015,7
3,0,1,1,16.4,20.455,87,11.0014,6
3,0,1,1,16.4,20.455,76,6.0032,16
3,0,1,1,16.4,20.455,82,0.0,54
3,0,1,1,18.86,22.725,63,0.0,168
3,0,1,1,18.86,22.725,63,0.0,297
3,0,1,2,20.5,24.24,55,7.0015,169
3,0,1,2,21.32,25.0,55,7.0015,109
3,0,1,2,22.14,25.76,52,6.0032,123
3,0,1,2,22.96,26.515,49,6.0032,184
3,0,1,2,22.96,26.515,49,11.0014,169
3,0,1,2,23.78,27.275,49,12.998,144
3,0,1,2,24.6,31.06,43,12.998,176
3,0,1,1,24.6,31.06,46,19.0012,205
3,0,1,1,23.78,27.275,49,19.0012,428
3,0,1,1,26.24,31.06,31,23.9994,362
3,0,1,1,22.96,26.515,46,16.9979,286
3,0,1,1,24.6,31.06,33,19.9995,165
3,0,1,1,22.96,26.515,37,19.0012,151
3,0,1,1,21.32,25.0,55,19.0012,90
3,0,1,1,20.5,24.24,59,16.9979,46
3,0,1,1,20.5,24.24,55,15.0013,25
3,0,1,1,18.86,22.725,63,15.0013,7
3,0,1,1,18.86,22.725,67,19.0012,13
3,0,1,1,19.68,23.485,63,15.0013,3
3,0,1,1,18.86,22.725,67,6.0032,5
3,0,1,2,18.86,22.725,72,12.998,18
3,0,1,2,19.68,23.485,67,0.0,65
3,0,1,2,21.32,25.0,55,0.0,188
3,0,1,2,20.5,24.24,68,8.9981,351
3,0,1,3,21.32,25.0,63,6.0032,162
3,0,1,2,20.5,24.24,72,15.0013,75
3,0,1,2,22.14,25.76,68,11.0014,72
3,0,1,2,22.14,25.76,64,6.0032,103
3,0,1,2,22.14,25.76,68,15.0013,129
3,0,1,2,22.14,25.76,64,12.998,107
3,0,1,2,22.14,25.76,65,11.0014,127
3,0,1,1,22.96,26.515,52,19.9995,192
3,0,1,1,22.96,26.515,60,7.0015,411
3,0,1,2,22.14,25.76,64,8.9981,421
3,0,1,2,20.5,24.24,72,12.998,276
3,0,1,2,20.5,24.24,72,15.0013,168
3,0,1,2,20.5,24.24,72,8.9981,122
3,0,1,1,19.68,23.485,77,6.0032,112
3,0,1,1,18.86,22.725,88,6.0032,52
3,0,0,1,17.22,21.21,67,6.0032,96
3,0,0,1,17.22,21.21,69,7.0015,59
3,0,0,1,17.22,21.21,77,7.0015,50
3,0,0,1,16.4,20.455,82,7.0015,23
3,0,0,1,16.4,20.455,76,7.0015,17
3,0,0,1,16.4,20.455,82,6.0032,10
3,0,0,2,16.4,20.455,82,6.0032,13
3,0,0,2,17.22,21.21,77,6.0032,33
3,0,0,2,18.04,21.97,77,8.9981,59
3,0,0,2,18.86,22.725,72,8.9981,141
3,0,0,2,19.68,23.485,63,12.998,264
3,0,0,1,18.86,22.725,82,7.0015,250
3,0,0,2,19.68,23.485,77,7.0015,281
3,0,0,2,20.5,24.24,63,11.0014,332
3,0,0,2,20.5,24.24,68,7.0015,238
3,0,0,2,20.5,24.24,72,0.0,266
3,0,0,2,20.5,24.24,72,12.998,214
3,0,0,2,19.68,23.485,82,16.9979,196
3,0,0,2,18.86,22.725,82,6.0032,159
3,0,0,2,18.86,22.725,84,7.0015,178
3,0,0,2,18.86,22.725,82,0.0,121
3,0,0,2,18.86,22.725,82,0.0,105
3,0,0,2,18.86,22.725,82,0.0,100
3,0,0,1,18.86,22.725,77,12.998,146
3,0,1,1,18.86,22.725,72,8.9981,177
3,0,1,1,18.86,22.725,72,8.9981,114
3,0,1,2,18.04,21.97,77,15.0013,35
3,0,1,1,18.04,21.97,77,8.9981,16
3,0,1,1,18.04,21.97,77,11.0014,17
3,0,1,2,18.04,21.97,77,8.9981,20
3,0,1,1,18.04,21.97,88,7.0015,62
3,0,1,2,18.86,22.725,82,22.0028,209
3,0,1,2,19.68,23.485,77,15.0013,371
3,0,1,2,20.5,24.24,77,19.0012,172
3,0,1,2,22.14,25.76,77,15.0013,108
3,0,1,1,23.78,27.275,73,19.9995,130
3,0,1,1,25.42,30.305,69,15.0013,187
3,0,1,2,25.42,30.305,69,12.998,170
3,0,1,1,26.24,30.305,69,15.0013,181
3,0,1,1,27.06,31.06,61,12.998,155
3,0,1,1,27.06,31.06,61,15.0013,269
3,0,1,1,27.06,31.06,65,12.998,537
3,0,1,2,26.24,30.305,65,12.998,518
3,0,1,2,25.42,30.305,69,8.9981,314
3,0,1,2,25.42,30.305,69,8.9981,218
3,0,1,2,24.6,29.545,73,7.0015,232
3,0,1,2,24.6,29.545,73,0.0,125
3,0,1,2,22.96,26.515,83,12.998,64
3,0,1,2,22.96,26.515,83,15.0013,16
3,0,1,2,22.96,26.515,78,16.9979,14
3,0,1,2,22.96,26.515,78,16.9979,5
3,0,1,1,22.14,25.76,83,19.0012,2
3,0,1,1,21.32,25.0,88,15.0013,4
3,0,1,1,21.32,25.0,88,8.9981,14
3,0,1,2,21.32,25.0,94,11.0014,109
3,0,1,2,22.14,25.76,88,15.0013,265
3,0,1,2,22.96,26.515,83,19.0012,459
3,0,1,2,24.6,28.79,78,23.9994,186
3,0,1,2,26.24,30.305,69,23.9994,127
3,0,1,2,27.06,31.06,65,22.0028,140
3,0,1,2,27.88,31.82,61,32.9975,217
3,0,1,2,28.7,32.575,58,40.9973,194
3,0,1,2,28.7,32.575,58,35.0008,158
3,0,1,2,28.7,32.575,58,30.0026,154
3,0,1,1,29.52,33.335,54,31.0009,271
3,0,1,1,28.7,32.575,54,31.0009,517
3,0,1,1,28.7,32.575,48,27.9993,544
3,0,1,1,27.88,31.82,57,23.9994,365
3,0,1,1,27.06,31.06,61,12.998,290
3,0,1,2,26.24,31.06,61,30.0026,225
3,0,1,2,23.78,27.275,60,26.0027,113
3,0,1,2,22.96,26.515,68,22.0028,62
3,0,1,3,21.32,25.0,77,11.0014,27
3,0,1,3,20.5,24.24,82,19.0012,7
3,0,1,3,20.5,24.24,82,19.0012,4
3,0,1,3,17.22,21.21,88,35.0008,1
3,0,1,3,15.58,19.695,94,22.0028,3
3,0,1,3,14.76,16.665,87,22.0028,9
3,0,1,3,13.94,15.15,93,26.0027,21
3,0,1,3,13.94,15.15,93,23.9994,52
3,0,1,3,13.94,15.15,93,26.0027,79
3,0,1,3,13.94,15.15,93,23.9994,40
3,0,1,2,13.94,15.91,93,19.0012,31
3,0,1,1,16.4,20.455,82,22.0028,72
3,0,1,2,18.04,21.97,62,23.9994,124
3,0,1,2,18.86,22.725,59,30.0026,143
3,0,1,1,20.5,24.24,51,26.0027,107
3,0,1,1,19.68,23.485,51,27.9993,129
3,0,1,1,20.5,24.24,45,31.0009,195
3,0,1,1,16.4,20.455,71,16.9979,410
3,0,1,1,17.22,21.21,67,16.9979,396
3,0,1,1,17.22,21.21,58,23.9994,296
3,0,1,1,16.4,20.455,62,22.0028,191
3,0,1,1,16.4,20.455,62,11.0014,150
3,0,1,1,15.58,19.695,62,15.0013,89
3,0,1,1,14.76,17.425,62,15.0013,57
3,0,1,1,14.76,17.425,66,12.998,27
3,0,1,1,13.94,16.665,71,12.998,10
3,0,1,1,13.94,15.91,66,15.0013,5
3,0,1,1,13.94,15.91,66,16.9979,4
3,0,1,1,13.94,15.91,66,16.9979,7
3,0,1,1,13.94,15.91,66,16.9979,30
3,0,1,1,13.94,15.91,66,16.9979,89
3,0,1,1,15.58,19.695,58,16.9979,271
3,0,1,1,17.22,21.21,50,16.9979,440
3,0,1,1,18.86,22.725,44,19.0012,184
3,0,1,1,20.5,24.24,39,19.0012,128
3,0,1,1,21.32,25.0,36,30.0026,148
3,0,1,1,21.32,25.0,34,23.9994,196
3,0,1,1,22.14,25.76,30,39.0007,192
3,0,1,1,22.14,25.76,28,30.0026,154
3,0,1,1,22.96,26.515,26,32.9975,147
3,0,1,1,23.78,27.275,24,27.9993,269
3,0,1,1,22.96,26.515,26,26.0027,533
3,0,1,1,22.96,26.515,26,19.0012,520
3,0,1,1,22.14,25.76,28,15.0013,361
3,0,1,1,20.5,24.24,34,11.0014,258
3,0,1,1,20.5,24.24,36,12.998,180
3,0,1,1,19.68,23.485,39,12.998,165
3,0,1,1,18.86,22.725,41,12.998,115
3,0,1,1,18.04,21.97,44,11.0014,56
3,0,1,1,16.4,20.455,62,11.0014,32
3,0,1,1,15.58,19.695,62,7.0015,16
3,0,1,1,14.76,18.18,71,7.0015,9
3,0,1,1,14.76,18.18,71,7.0015,1
3,0,1,1,13.94,17.425,81,7.0015,16
3,0,1,1,14.76,18.18,81,6.0032,82
3,0,1,1,16.4,20.455,82,0.0,222
3,0,1,1,17.22,21.21,77,16.9979,450
3,0,1,1,18.86,22.725,67,19.0012,188
3,0,1,2,22.14,25.76,49,22.0028,127
3,0,1,2,22.14,25.76,49,22.0028,165
3,0,1,1,22.96,26.515,49,23.9994,246
3,0,1,1,23.78,27.275,40,22.0028,253
3,0,1,1,24.6,31.06,40,30.0026,213
3,0,1,1,24.6,31.06,38,26.0027,260
3,0,1,1,24.6,31.06,40,16.9979,344
3,0,1,1,23.78,27.275,40,23.9994,553
3,0,1,3,22.14,25.76,52,23.9994,470
3,0,1,3,22.14,25.76,52,23.9994,292
3,0,1,1,21.32,25.0,48,7.0015,190
3,0,1,1,19.68,23.485,67,8.9981,152
3,0,1,1,18.86,22.725,72,15.0013,151
3,0,1,1,18.04,21.97,82,8.9981,120
3,0,0,1,17.22,21.21,82,8.9981,86
3,0,0,1,17.22,21.21,82,7.0015,58
3,0,0,1,17.22,21.21,82,6.0032,52
3,0,0,1,17.22,21.21,77,6.0032,18
3,0,0,1,16.4,20.455,82,7.0015,5
3,0,0,1,18.86,22.725,59,8.9981,7
3,0,0,1,17.22,21.21,77,6.0032,13
3,0,0,1,19.68,23.485,59,0.0,40
3,0,0,1,21.32,25.0,52,12.998,115
3,0,0,1,22.14,25.76,49,19.0012,218
3,0,0,1,22.96,26.515,49,19.9995,298
3,0,0,1,22.96,26.515,43,0.0,347
3,0,0,1,24.6,31.06,40,12.998,373
3,0,0,1,24.6,31.06,35,19.0012,436
3,0,0,3,24.6,31.06,35,11.0014,378
3,0,0,1,24.6,31.06,38,16.9979,378
